,gene_set,gene_number, random_state,epoch,train/test,loss,SmoothL1Loss,SmoothL1Loss_rank,pearson,mae,mse,rmse,spearman
496495,high_feature,800,3.0,1000,Test,69.632,700.606,126.394,0.861,701.096,1558317.0,1248.326,0.873
498497,high_feature,1000,3.0,1000,Test,64.622,660.018,125.844,0.899,660.509,1177154.75,1084.968,0.892
500499,high_feature,1500,3.0,1000,Test,61.995,626.837,125.591,0.926,627.327,922184.0,960.304,0.911
502501,high_feature,2000,3.0,1000,Test,60.166,605.216,125.338,0.927,605.705,926049.75,962.315,0.912
504503,high_feature,2500,3.0,1000,Test,60.611,632.883,126.161,0.931,633.374,921075.812,959.727,0.903
506505,high_feature,2900,3.0,1000,Test,61.406,662.213,125.784,0.93,662.702,937916.375,968.461,0.898
508507,high_feature,50,4.0,1000,Test,104.189,1071.59,127.822,0.688,1072.072,3922844.0,1980.617,0.746
510509,high_feature,100,4.0,1000,Test,96.478,986.184,129.257,0.703,986.666,3507687.0,1872.882,0.771
512511,high_feature,200,4.0,1000,Test,94.393,965.528,129.419,0.734,966.008,3252735.0,1803.534,0.806
514513,high_feature,400,4.0,1000,Test,75.701,773.443,125.689,0.837,773.924,1850824.625,1360.45,0.859
516515,high_feature,600,4.0,1000,Test,81.139,835.082,127.309,0.774,835.571,2555065.75,1598.457,0.814
518517,high_feature,800,4.0,1000,Test,64.594,679.544,125.896,0.909,680.036,1148777.75,1071.811,0.897
520519,high_feature,1000,4.0,1000,Test,63.935,662.782,126.881,0.911,663.27,1124470.0,1060.41,0.886
522521,high_feature,1500,4.0,1000,Test,62.064,636.199,126.268,0.913,636.689,1036819.188,1018.243,0.905
524523,high_feature,2000,4.0,1000,Test,59.513,596.843,125.417,0.933,597.33,850690.0,922.329,0.918
526525,high_feature,2500,4.0,1000,Test,59.983,613.69,126.201,0.93,614.18,866346.75,930.778,0.91
528527,high_feature,2900,4.0,1000,Test,62.914,640.512,125.933,0.908,641.002,1097561.75,1047.646,0.905
530529,high_feature,50,5.0,1000,Test,97.734,997.735,128.171,0.731,998.217,3368577.0,1835.368,0.799
532531,high_feature,100,5.0,1000,Test,98.94,1000.411,128.118,0.721,1000.891,3487170.25,1867.397,0.786
534533,high_feature,200,5.0,1000,Test,92.868,967.168,129.324,0.744,967.649,3139125.75,1771.758,0.803
536535,high_feature,400,5.0,1000,Test,73.91,775.048,126.63,0.854,775.528,1742421.5,1320.008,0.869
538537,high_feature,600,5.0,1000,Test,66.152,663.399,125.596,0.889,663.89,1257761.5,1121.5,0.899
540539,high_feature,800,5.0,1000,Test,67.77,687.99,125.647,0.88,688.481,1394833.5,1181.031,0.883
542541,high_feature,1000,5.0,1000,Test,66.899,697.823,125.854,0.884,698.306,1444234.5,1201.763,0.886
544543,high_feature,1500,5.0,1000,Test,59.808,602.427,127.054,0.933,602.917,853099.938,923.634,0.916
546545,high_feature,2000,5.0,1000,Test,59.696,599.488,125.587,0.938,599.978,838382.0,915.632,0.911
548547,high_feature,2500,5.0,1000,Test,60.831,643.387,126.335,0.936,643.874,902804.25,950.16,0.9
550549,high_feature,2900,5.0,1000,Test,59.82,611.128,125.355,0.938,611.618,826168.312,908.938,0.913
552551,high_feature,50,6.0,1000,Test,104.439,1072.867,127.586,0.677,1073.349,3870152.25,1967.27,0.748
554553,high_feature,100,6.0,1000,Test,97.157,972.247,126.805,0.73,972.729,3351180.0,1830.623,0.805
556555,high_feature,200,6.0,1000,Test,89.55,927.268,127.925,0.758,927.748,2922029.75,1709.395,0.82
558557,high_feature,400,6.0,1000,Test,82.372,835.689,126.705,0.79,836.17,2422617.25,1556.476,0.846
560559,high_feature,600,6.0,1000,Test,82.959,852.081,127.765,0.757,852.566,2698185.5,1642.615,0.797
562561,high_feature,800,6.0,1000,Test,71.163,730.623,125.52,0.856,731.112,1658573.875,1287.856,0.87
564563,high_feature,1000,6.0,1000,Test,66.789,688.237,125.963,0.886,688.728,1329701.0,1153.127,0.885
566565,high_feature,1500,6.0,1000,Test,84.557,884.827,126.912,0.787,885.307,2608250.75,1615.008,0.831
568567,high_feature,2000,6.0,1000,Test,60.482,618.983,125.723,0.934,619.471,869958.625,932.716,0.912
570569,high_feature,2500,6.0,1000,Test,61.65,632.287,125.52,0.921,632.777,976141.875,987.999,0.904
572571,high_feature,2900,6.0,1000,Test,63.386,657.724,125.503,0.912,658.212,1092697.875,1045.322,0.899
574573,high_feature,50,7.0,1000,Test,94.018,958.139,127.643,0.736,958.622,3097432.75,1759.953,0.797
576575,high_feature,100,7.0,1000,Test,84.987,852.509,126.894,0.782,852.99,2551047.25,1597.2,0.823
578577,high_feature,200,7.0,1000,Test,86.149,878.002,127.421,0.768,878.485,2683974.75,1638.284,0.825
580579,high_feature,400,7.0,1000,Test,84.013,866.452,126.048,0.779,866.934,2631118.25,1622.072,0.825
582581,high_feature,600,7.0,1000,Test,74.863,766.905,127.459,0.808,767.395,2073672.125,1440.025,0.84
584583,high_feature,800,7.0,1000,Test,92.645,927.711,131.63,0.716,928.19,3439727.25,1854.65,0.79
586585,high_feature,1000,7.0,1000,Test,62.027,624.782,126.638,0.921,625.275,948453.25,973.886,0.908
588587,high_feature,1500,7.0,1000,Test,60.576,620.956,125.726,0.936,621.445,854130.812,924.192,0.913
590589,high_feature,2000,7.0,1000,Test,58.679,568.12,126.012,0.938,568.611,764208.812,874.19,0.923
592591,high_feature,2500,7.0,1000,Test,59.538,588.48,125.691,0.944,588.967,779433.062,882.855,0.924
594593,high_feature,2900,7.0,1000,Test,60.155,619.671,125.792,0.932,620.157,868737.938,932.061,0.909
596595,high_feature,50,8.0,1000,Test,87.05,872.936,127.546,0.762,873.416,2763870.5,1662.489,0.823
598597,high_feature,100,8.0,1000,Test,89.247,922.515,128.98,0.762,922.998,2861656.25,1691.643,0.821
600599,high_feature,200,8.0,1000,Test,85.523,897.64,126.577,0.777,898.119,2649291.0,1627.664,0.82
602601,high_feature,400,8.0,1000,Test,86.458,880.428,127.096,0.771,880.906,2720001.5,1649.243,0.823
604603,high_feature,600,8.0,1000,Test,72.585,758.182,126.718,0.86,758.671,1657996.375,1287.632,0.869
606605,high_feature,800,8.0,1000,Test,74.318,799.437,126.472,0.834,799.927,1930605.5,1389.462,0.843
608607,high_feature,1000,8.0,1000,Test,63.892,663.63,126.12,0.91,664.121,1079195.875,1038.844,0.885
610609,high_feature,1500,8.0,1000,Test,60.548,585.396,125.583,0.937,585.884,784860.25,885.923,0.922
612611,high_feature,2000,8.0,1000,Test,63.244,655.22,126.12,0.916,655.71,1048492.062,1023.959,0.901
614613,high_feature,2500,8.0,1000,Test,61.235,622.246,126.02,0.92,622.733,1011236.938,1005.603,0.908
616615,high_feature,2900,8.0,1000,Test,62.561,636.411,126.977,0.913,636.9,1020863.875,1010.378,0.907
618617,high_feature,50,9.0,1000,Test,110.769,1167.733,132.216,0.656,1168.214,4512011.5,2124.15,0.723
620619,high_feature,100,9.0,1000,Test,104.433,1076.066,129.996,0.663,1076.548,4159554.5,2039.499,0.741
622621,high_feature,200,9.0,1000,Test,95.312,981.027,127.291,0.731,981.508,3312903.5,1820.138,0.803
624623,high_feature,400,9.0,1000,Test,78.719,825.114,125.969,0.816,825.595,2152965.75,1467.299,0.843
626625,high_feature,600,9.0,1000,Test,76.522,788.171,126.068,0.812,788.652,2125546.0,1457.925,0.834
628627,high_feature,800,9.0,1000,Test,67.2,683.173,126.572,0.885,683.664,1334870.875,1155.366,0.89
630629,high_feature,1000,9.0,1000,Test,60.447,584.955,124.97,0.928,585.442,855009.0,924.667,0.918
632631,high_feature,1500,9.0,1000,Test,60.451,603.261,127.005,0.919,603.747,948653.812,973.989,0.914
634633,high_feature,2000,9.0,1000,Test,61.654,661.405,125.502,0.929,661.891,996653.5,998.325,0.894
636635,high_feature,2500,9.0,1000,Test,59.984,618.548,125.143,0.932,619.036,864950.562,930.027,0.907
638637,high_feature,2900,9.0,1000,Test,62.226,637.231,124.883,0.917,637.718,1003933.312,1001.965,0.905
640639,high_feature,50,10.0,1000,Test,101.723,1043.795,129.627,0.694,1044.277,3833146.25,1957.842,0.771
642641,high_feature,100,10.0,1000,Test,78.195,771.979,125.1,0.82,772.461,2042721.75,1429.238,0.868
644643,high_feature,200,10.0,1000,Test,92.267,958.386,128.462,0.75,958.867,3151628.25,1775.283,0.813
646645,high_feature,400,10.0,1000,Test,77.763,766.415,126.245,0.797,766.896,2253041.25,1501.013,0.85
648647,high_feature,600,10.0,1000,Test,71.967,735.511,124.995,0.857,736.0,1658288.875,1287.746,0.87
650649,high_feature,800,10.0,1000,Test,76.459,796.212,126.89,0.817,796.703,2078068.0,1441.551,0.833
652651,high_feature,1000,10.0,1000,Test,60.739,605.911,125.44,0.932,606.399,850801.812,922.389,0.912
654653,high_feature,1500,10.0,1000,Test,62.339,617.301,125.81,0.918,617.788,1005248.562,1002.621,0.908
656655,high_feature,2000,10.0,1000,Test,61.241,636.637,126.322,0.925,637.125,969554.312,984.659,0.905
658657,high_feature,2500,10.0,1000,Test,59.975,611.465,125.019,0.934,611.955,868036.312,931.685,0.914
660659,high_feature,2900,10.0,1000,Test,60.833,613.179,126.191,0.926,613.667,896839.438,947.016,0.913
662661,rRNA_ribosome,50,1.0,1000,Test,109.297,1129.977,131.063,0.662,1130.458,4399442.5,2097.485,0.738
664663,rRNA_ribosome,100,1.0,1000,Test,105.381,1075.421,129.924,0.675,1075.902,4177160.75,2043.81,0.757
666665,rRNA_ribosome,200,1.0,1000,Test,85.489,891.805,126.414,0.762,892.286,2742423.75,1656.026,0.815
668667,rRNA_ribosome,400,1.0,1000,Test,83.309,854.789,127.494,0.794,855.271,2494212.25,1579.307,0.841
670669,rRNA_ribosome,600,1.0,1000,Test,68.568,686.675,125.041,0.871,687.158,1486145.875,1219.076,0.884
672671,rRNA_ribosome,800,1.0,1000,Test,66.016,680.309,126.711,0.876,680.792,1414366.25,1189.271,0.88
674673,rRNA_ribosome,1000,1.0,1000,Test,59.513,583.481,125.894,0.933,583.973,800348.438,894.622,0.917
676675,rRNA_ribosome,1500,1.0,1000,Test,60.947,638.883,124.793,0.929,639.372,955231.438,977.359,0.904
678677,rRNA_ribosome,50,2.0,1000,Test,82.583,857.241,127.581,0.809,857.722,2278295.25,1509.402,0.848
680679,rRNA_ribosome,100,2.0,1000,Test,81.066,830.79,126.043,0.809,831.272,2205215.75,1484.997,0.847
682681,rRNA_ribosome,200,2.0,1000,Test,76.57,797.352,126.304,0.816,797.833,2080528.625,1442.404,0.838
684683,rRNA_ribosome,400,2.0,1000,Test,80.566,834.268,127.729,0.786,834.749,2458201.0,1567.865,0.828
686685,rRNA_ribosome,600,2.0,1000,Test,74.391,759.579,125.303,0.821,760.062,2021747.875,1421.882,0.849
688687,rRNA_ribosome,800,2.0,1000,Test,63.711,647.68,125.163,0.906,648.17,1117699.0,1057.213,0.899
690689,rRNA_ribosome,1000,2.0,1000,Test,59.753,607.556,125.722,0.937,608.044,849907.75,921.904,0.914
692691,rRNA_ribosome,1500,2.0,1000,Test,59.16,576.745,125.934,0.932,577.233,818637.625,904.786,0.925
694693,rRNA_ribosome,50,3.0,1000,Test,90.196,937.512,128.466,0.757,937.992,2923187.75,1709.733,0.808
696695,rRNA_ribosome,100,3.0,1000,Test,94.212,971.591,128.843,0.715,972.073,3424080.5,1850.427,0.783
698697,rRNA_ribosome,200,3.0,1000,Test,79.51,793.871,127.815,0.805,794.352,2159777.0,1469.618,0.847
700699,rRNA_ribosome,400,3.0,1000,Test,79.556,792.112,126.601,0.797,792.594,2286660.5,1512.171,0.852
702701,rRNA_ribosome,600,3.0,1000,Test,69.142,695.732,126.292,0.859,696.222,1580135.375,1257.034,0.871
704703,rRNA_ribosome,800,3.0,1000,Test,65.56,669.85,126.384,0.882,670.339,1362653.375,1167.327,0.89
706705,rRNA_ribosome,1000,3.0,1000,Test,61.901,628.975,124.654,0.924,629.466,969678.188,984.722,0.904
708707,rRNA_ribosome,1500,3.0,1000,Test,61.081,633.531,125.903,0.923,634.019,983563.938,991.748,0.904
710709,rRNA_ribosome,50,4.0,1000,Test,93.0,960.542,127.518,0.723,961.023,3282859.25,1811.866,0.791
712711,rRNA_ribosome,100,4.0,1000,Test,82.971,867.138,128.549,0.789,867.618,2443046.0,1563.025,0.825
714713,rRNA_ribosome,200,4.0,1000,Test,75.632,773.461,126.0,0.835,773.941,1920732.0,1385.905,0.857
716715,rRNA_ribosome,400,4.0,1000,Test,80.221,814.99,126.711,0.793,815.471,2384947.0,1544.327,0.839
718717,rRNA_ribosome,600,4.0,1000,Test,69.465,736.866,126.452,0.876,737.349,1472906.0,1213.633,0.883
720719,rRNA_ribosome,800,4.0,1000,Test,63.16,660.669,125.895,0.916,661.159,1120335.25,1058.459,0.9
722721,rRNA_ribosome,1000,4.0,1000,Test,60.957,613.421,125.741,0.925,613.909,903201.312,950.369,0.91
724723,rRNA_ribosome,1500,4.0,1000,Test,59.185,589.733,125.828,0.937,590.221,787433.875,887.375,0.918
726725,rRNA_ribosome,50,5.0,1000,Test,88.672,911.605,127.836,0.782,912.087,2658196.0,1630.397,0.827
728727,rRNA_ribosome,100,5.0,1000,Test,87.228,923.813,127.524,0.772,924.295,2765897.5,1663.099,0.818
730729,rRNA_ribosome,200,5.0,1000,Test,79.752,819.869,126.723,0.802,820.351,2264185.25,1504.721,0.84
732731,rRNA_ribosome,400,5.0,1000,Test,83.446,842.188,128.202,0.777,842.671,2558206.5,1599.439,0.831
734733,rRNA_ribosome,600,5.0,1000,Test,61.441,611.274,125.215,0.915,611.759,1002730.062,1001.364,0.904
736735,rRNA_ribosome,800,5.0,1000,Test,62.499,627.945,125.241,0.913,628.434,1018128.625,1009.024,0.901
738737,rRNA_ribosome,1000,5.0,1000,Test,62.313,620.396,124.916,0.915,620.887,1033147.062,1016.438,0.904
740739,rRNA_ribosome,1500,5.0,1000,Test,60.435,633.973,125.541,0.934,634.463,887125.25,941.873,0.902
742741,rRNA_ribosome,50,6.0,1000,Test,96.504,976.994,129.74,0.711,977.474,3486121.5,1867.116,0.776
744743,rRNA_ribosome,100,6.0,1000,Test,87.339,857.045,127.387,0.766,857.526,2710819.5,1646.457,0.83
746745,rRNA_ribosome,200,6.0,1000,Test,92.659,951.761,127.79,0.707,952.24,3483938.5,1866.531,0.77
748747,rRNA_ribosome,400,6.0,1000,Test,81.799,839.95,125.694,0.778,840.434,2510615.5,1584.492,0.829
750749,rRNA_ribosome,600,6.0,1000,Test,67.852,693.365,126.638,0.881,693.854,1367430.5,1169.372,0.885
752751,rRNA_ribosome,800,6.0,1000,Test,60.771,588.501,127.054,0.927,588.986,856327.562,925.38,0.918
754753,rRNA_ribosome,1000,6.0,1000,Test,61.016,647.665,125.666,0.928,648.152,962970.562,981.311,0.898
756755,rRNA_ribosome,1500,6.0,1000,Test,60.23,613.958,123.696,0.933,614.449,881354.875,938.805,0.907
758757,rRNA_ribosome,50,7.0,1000,Test,98.04,1010.989,129.375,0.725,1011.471,3440373.0,1854.824,0.787
760759,rRNA_ribosome,100,7.0,1000,Test,85.452,879.93,127.577,0.771,880.411,2683206.0,1638.049,0.832
762761,rRNA_ribosome,200,7.0,1000,Test,89.276,899.102,127.991,0.756,899.583,2871869.75,1694.659,0.829
764763,rRNA_ribosome,400,7.0,1000,Test,72.503,756.315,125.41,0.858,756.798,1699849.5,1303.783,0.876
766765,rRNA_ribosome,600,7.0,1000,Test,78.922,804.582,127.185,0.788,805.072,2337210.75,1528.794,0.837
768767,rRNA_ribosome,800,7.0,1000,Test,63.598,643.409,126.093,0.906,643.9,1145431.875,1070.249,0.902
770769,rRNA_ribosome,1000,7.0,1000,Test,68.839,689.225,126.256,0.853,689.713,1613078.375,1270.07,0.871
772771,rRNA_ribosome,1500,7.0,1000,Test,59.276,595.252,124.587,0.932,595.741,869305.75,932.366,0.915
774773,rRNA_ribosome,50,8.0,1000,Test,95.84,987.735,129.841,0.727,988.216,3361656.75,1833.482,0.794
776775,rRNA_ribosome,100,8.0,1000,Test,80.252,828.124,127.802,0.814,828.605,2207900.0,1485.9,0.848
778777,rRNA_ribosome,200,8.0,1000,Test,89.623,929.834,127.06,0.749,930.314,3024587.5,1739.134,0.806
780779,rRNA_ribosome,400,8.0,1000,Test,75.885,769.535,125.409,0.836,770.017,1930368.875,1389.377,0.876
782781,rRNA_ribosome,600,8.0,1000,Test,74.988,736.96,124.854,0.82,737.451,1985910.0,1409.223,0.858
784783,rRNA_ribosome,800,8.0,1000,Test,63.871,642.358,127.753,0.891,642.849,1204831.5,1097.648,0.9
786785,rRNA_ribosome,1000,8.0,1000,Test,61.375,602.115,126.025,0.92,602.599,954525.188,976.998,0.907
788787,rRNA_ribosome,1500,8.0,1000,Test,60.44,633.614,126.006,0.935,634.101,896339.75,946.752,0.903
790789,rRNA_ribosome,50,9.0,1000,Test,95.438,970.05,128.359,0.725,970.531,3263165.5,1806.423,0.796
792791,rRNA_ribosome,100,9.0,1000,Test,99.075,1022.468,130.191,0.736,1022.949,3377950.25,1837.92,0.804
794793,rRNA_ribosome,200,9.0,1000,Test,89.029,881.486,128.052,0.756,881.968,2920517.25,1708.952,0.823
796795,rRNA_ribosome,400,9.0,1000,Test,81.636,846.475,127.293,0.796,846.957,2368338.0,1538.941,0.831
798797,rRNA_ribosome,600,9.0,1000,Test,72.633,749.753,127.852,0.842,750.243,1771781.75,1331.083,0.861
800799,rRNA_ribosome,800,9.0,1000,Test,66.64,671.485,124.838,0.878,671.972,1378663.0,1174.165,0.89
802801,rRNA_ribosome,1000,9.0,1000,Test,58.411,567.391,125.58,0.937,567.88,765896.25,875.155,0.922
804803,rRNA_ribosome,1500,9.0,1000,Test,59.483,605.45,125.127,0.938,605.938,830881.5,911.527,0.913
806805,rRNA_ribosome,50,10.0,1000,Test,108.152,1100.279,131.389,0.654,1100.761,4267680.5,2065.836,0.736
808807,rRNA_ribosome,100,10.0,1000,Test,95.008,993.076,128.38,0.732,993.555,3398226.75,1843.428,0.79
810809,rRNA_ribosome,200,10.0,1000,Test,83.781,849.529,128.13,0.777,850.011,2561703.75,1600.532,0.827
812811,rRNA_ribosome,400,10.0,1000,Test,74.322,750.865,125.263,0.85,751.349,1755364.625,1324.902,0.886
814813,rRNA_ribosome,600,10.0,1000,Test,71.99,714.975,126.154,0.842,715.468,1750826.25,1323.188,0.869
816815,rRNA_ribosome,800,10.0,1000,Test,60.828,633.784,125.116,0.932,634.276,906069.938,951.877,0.907
818817,rRNA_ribosome,1000,10.0,1000,Test,59.462,602.434,124.711,0.943,602.917,790890.25,889.32,0.914
820819,rRNA_ribosome,1500,10.0,1000,Test,59.248,590.692,126.788,0.935,591.183,799211.938,893.987,0.916
822821,tRNA_related,50,1.0,1000,Test,80.819,844.041,126.455,0.824,844.523,2105722.75,1451.111,0.853
824823,tRNA_related,100,1.0,1000,Test,77.941,777.863,128.413,0.811,778.344,2115189.5,1454.369,0.856
826825,tRNA_related,200,1.0,1000,Test,80.957,815.016,127.224,0.794,815.495,2382856.75,1543.651,0.844
828827,tRNA_related,400,1.0,1000,Test,82.879,850.376,126.007,0.781,850.857,2592810.75,1610.221,0.833
830829,tRNA_related,600,1.0,1000,Test,65.093,666.346,125.477,0.898,666.839,1247892.75,1117.091,0.894
832831,tRNA_related,800,1.0,1000,Test,62.119,629.081,125.994,0.918,629.565,1010561.125,1005.267,0.9
834833,tRNA_related,1000,1.0,1000,Test,65.29,658.672,126.464,0.883,659.159,1333797.625,1154.902,0.89
838837,tRNA_related,50,2.0,1000,Test,92.204,942.298,126.918,0.756,942.78,2959234.75,1720.243,0.814
840839,tRNA_related,100,2.0,1000,Test,92.962,974.057,129.85,0.732,974.537,3258715.25,1805.191,0.789
842841,tRNA_related,200,2.0,1000,Test,87.378,908.561,126.933,0.765,909.042,2795048.5,1671.84,0.825
844843,tRNA_related,400,2.0,1000,Test,88.656,879.664,126.793,0.756,880.144,2916912.0,1707.897,0.818
846845,tRNA_related,600,2.0,1000,Test,69.335,713.631,127.575,0.862,714.12,1589552.625,1260.775,0.872
848847,tRNA_related,800,2.0,1000,Test,65.297,672.982,126.196,0.885,673.47,1334829.0,1155.348,0.891
850849,tRNA_related,1000,2.0,1000,Test,60.856,617.184,125.218,0.928,617.67,887853.875,942.26,0.911
854853,tRNA_related,50,3.0,1000,Test,90.453,918.469,127.551,0.745,918.952,2948324.75,1717.069,0.801
856855,tRNA_related,100,3.0,1000,Test,89.788,951.428,127.532,0.764,951.91,2876216.0,1695.941,0.809
858857,tRNA_related,200,3.0,1000,Test,94.482,962.077,128.322,0.713,962.557,3469922.5,1862.773,0.788
860859,tRNA_related,400,3.0,1000,Test,79.335,807.935,127.44,0.801,808.424,2247619.0,1499.206,0.841
862861,tRNA_related,600,3.0,1000,Test,69.094,697.495,125.448,0.859,697.979,1559232.875,1248.693,0.884
864863,tRNA_related,800,3.0,1000,Test,66.511,686.965,126.645,0.89,687.451,1316066.375,1147.199,0.883
866865,tRNA_related,1000,3.0,1000,Test,61.019,617.465,126.371,0.926,617.951,960080.625,979.837,0.913
870869,tRNA_related,50,4.0,1000,Test,91.115,930.085,127.084,0.736,930.565,3056167.5,1748.19,0.789
872871,tRNA_related,100,4.0,1000,Test,99.016,1015.481,131.071,0.696,1015.962,3792077.5,1947.326,0.768
874873,tRNA_related,200,4.0,1000,Test,81.984,822.471,128.488,0.8,822.953,2328276.0,1525.869,0.848
876875,tRNA_related,400,4.0,1000,Test,76.397,765.348,125.533,0.827,765.831,1952512.5,1397.323,0.87
878877,tRNA_related,600,4.0,1000,Test,77.024,794.697,126.326,0.812,795.19,2103043.75,1450.188,0.836
880879,tRNA_related,800,4.0,1000,Test,64.582,659.255,125.273,0.898,659.741,1199777.875,1095.344,0.885
882881,tRNA_related,1000,4.0,1000,Test,60.539,605.084,124.806,0.939,605.573,798868.875,893.795,0.913
886885,tRNA_related,50,5.0,1000,Test,80.373,819.2,126.696,0.799,819.682,2280544.0,1510.147,0.834
888887,tRNA_related,100,5.0,1000,Test,95.182,964.99,128.245,0.738,965.471,3238001.0,1799.445,0.797
890889,tRNA_related,200,5.0,1000,Test,78.504,803.814,126.934,0.817,804.295,2130879.75,1459.753,0.854
892891,tRNA_related,400,5.0,1000,Test,82.647,843.51,126.589,0.77,843.993,2586607.25,1608.293,0.824
894893,tRNA_related,600,5.0,1000,Test,70.063,741.645,126.93,0.859,742.133,1663701.125,1289.845,0.869
896895,tRNA_related,800,5.0,1000,Test,69.186,699.894,125.681,0.86,700.383,1611137.625,1269.306,0.88
898897,tRNA_related,1000,5.0,1000,Test,58.886,573.802,125.61,0.937,574.294,760430.188,872.026,0.92
902901,tRNA_related,50,6.0,1000,Test,90.493,907.194,129.709,0.754,907.676,2912901.5,1706.722,0.821
904903,tRNA_related,100,6.0,1000,Test,89.491,915.377,126.988,0.746,915.858,2978545.5,1725.846,0.809
906905,tRNA_related,200,6.0,1000,Test,92.05,948.691,126.966,0.73,949.171,3235981.0,1798.883,0.798
908907,tRNA_related,400,6.0,1000,Test,80.006,812.318,128.295,0.808,812.8,2234576.0,1494.85,0.846
910909,tRNA_related,600,6.0,1000,Test,64.332,638.332,125.787,0.896,638.821,1165019.25,1079.361,0.904
912911,tRNA_related,800,6.0,1000,Test,65.478,643.74,125.309,0.873,644.227,1364635.625,1168.176,0.886
914913,tRNA_related,1000,6.0,1000,Test,61.845,637.556,125.185,0.91,638.044,1118967.5,1057.813,0.897
918917,tRNA_related,50,7.0,1000,Test,82.194,839.05,127.426,0.796,839.532,2384908.0,1544.315,0.84
920919,tRNA_related,100,7.0,1000,Test,79.818,814.248,126.677,0.798,814.727,2301345.0,1517.018,0.849
922921,tRNA_related,200,7.0,1000,Test,95.886,999.007,126.825,0.716,999.487,3501452.0,1871.217,0.781
924923,tRNA_related,400,7.0,1000,Test,73.789,747.048,126.516,0.839,747.53,1823181.25,1350.252,0.863
926925,tRNA_related,600,7.0,1000,Test,65.895,702.525,124.752,0.9,703.014,1282942.0,1132.67,0.888
928927,tRNA_related,800,7.0,1000,Test,82.742,828.664,126.575,0.772,829.146,2610402.5,1615.674,0.827
930929,tRNA_related,1000,7.0,1000,Test,62.187,596.803,125.575,0.91,597.288,1032435.438,1016.088,0.919
934933,tRNA_related,50,8.0,1000,Test,89.536,921.452,126.185,0.762,921.934,2867603.0,1693.4,0.815
936935,tRNA_related,100,8.0,1000,Test,93.895,972.597,129.45,0.735,973.079,3293656.25,1814.843,0.801
938937,tRNA_related,200,8.0,1000,Test,85.218,853.285,127.227,0.757,853.765,2727323.5,1651.461,0.82
940939,tRNA_related,400,8.0,1000,Test,77.064,773.593,125.956,0.83,774.078,1979763.125,1407.041,0.862
942941,tRNA_related,600,8.0,1000,Test,66.501,712.903,125.967,0.888,713.39,1429576.0,1195.649,0.877
944943,tRNA_related,800,8.0,1000,Test,62.537,622.363,125.59,0.91,622.851,1032658.938,1016.198,0.899
946945,tRNA_related,1000,8.0,1000,Test,61.548,626.81,126.416,0.925,627.299,941740.0,970.433,0.91
950949,tRNA_related,50,9.0,1000,Test,96.318,1000.494,127.783,0.73,1000.976,3296134.0,1815.526,0.786
952951,tRNA_related,100,9.0,1000,Test,103.231,1055.354,131.92,0.675,1055.835,4022765.0,2005.683,0.756
954953,tRNA_related,200,9.0,1000,Test,81.157,817.906,128.593,0.785,818.385,2464589.75,1569.901,0.837
956955,tRNA_related,400,9.0,1000,Test,75.317,764.532,126.09,0.845,765.014,1829323.875,1352.525,0.88
958957,tRNA_related,600,9.0,1000,Test,60.353,606.679,126.284,0.942,607.169,783711.188,885.275,0.906
960959,tRNA_related,800,9.0,1000,Test,63.408,643.277,125.377,0.907,643.761,1121748.5,1059.126,0.894
962961,tRNA_related,1000,9.0,1000,Test,62.272,614.479,126.259,0.913,614.968,1002959.875,1001.479,0.913
966965,tRNA_related,50,10.0,1000,Test,84.109,885.415,128.865,0.791,885.898,2462082.25,1569.102,0.824
968967,tRNA_related,100,10.0,1000,Test,101.278,1049.719,129.666,0.708,1050.2,3735796.5,1932.821,0.779
970969,tRNA_related,200,10.0,1000,Test,89.581,927.626,129.845,0.745,928.107,3021283.25,1738.184,0.801
972971,tRNA_related,400,10.0,1000,Test,83.15,868.677,127.42,0.79,869.158,2493219.5,1578.993,0.83
974973,tRNA_related,600,10.0,1000,Test,70.839,724.511,126.263,0.852,725.0,1681214.375,1296.616,0.87
976975,tRNA_related,800,10.0,1000,Test,67.028,673.86,124.934,0.874,674.348,1400944.125,1183.615,0.881
978977,tRNA_related,1000,10.0,1000,Test,62.661,657.372,125.745,0.924,657.862,998209.312,999.104,0.903
982981,random,50,1.0,1000,Test,85.943,850.271,128.387,0.78,850.753,2504040.75,1582.416,0.829
984983,random,100,1.0,1000,Test,85.631,848.676,128.025,0.765,849.158,2668676.75,1633.609,0.817
986985,random,200,1.0,1000,Test,78.465,794.096,127.267,0.815,794.578,2118969.0,1455.668,0.857
988987,random,400,1.0,1000,Test,78.69,796.339,126.865,0.796,796.819,2288285.5,1512.708,0.846
990989,random,600,1.0,1000,Test,75.02,784.526,126.78,0.844,785.006,1900911.125,1378.735,0.869
992991,random,800,1.0,1000,Test,67.027,697.546,126.186,0.878,698.03,1389607.0,1178.816,0.881
994993,random,1000,1.0,1000,Test,72.37,726.107,126.717,0.832,726.592,1920365.5,1385.773,0.863
996995,random,1500,1.0,1000,Test,59.69,615.998,125.494,0.942,616.484,817241.5,904.014,0.907
998997,random,2000,1.0,1000,Test,59.444,604.914,124.871,0.94,605.404,779152.375,882.696,0.917
1000999,random,2500,1.0,1000,Test,59.312,603.367,125.466,0.932,603.859,871272.125,933.42,0.914
1003001,random,3000,1.0,1000,Test,60.906,658.5,126.446,0.927,658.989,1047180.062,1023.318,0.905
